K8(GL3 PE) 1.6 T-GDI HEV 19인치,기아,휘발유,16.1,15.8,16.4,NULL,1486938,1등급,1598,2024,
Mercedes Benz C 200,벤츠,휘발유,11.9,10.5,14.2,NULL,2011739,3등급,1999,2024,
Mercedes-Benz  A250 4MATIC,벤츠,휘발유,11.5,10.3,13.5,NULL,2081713,4등급,1991,2020,
Mercedes-Benz A 220,벤츠,휘발유,12.2,10.7,14.5,NULL,1962270,3등급,1991,2024,
Mercedes-Benz A 220	,벤츠,휘발유,12.2,10.9,14.4,NULL,1962270,3등급,1991,2023,
Mercedes-Benz A 220 Hatchback,벤츠,휘발유,12.3,10.9,14.5,NULL,1946317,3등급,1991,2020,
Mercedes-Benz A 220 Sedan,벤츠,휘발유,12.5,11.1,14.9,NULL,1915176,3등급,1991,2024,
Mercedes-Benz A 220 Sedan	,벤츠,휘발유,11.6,10.4,13.6,NULL,2063767,3등급,1991,2023,
Mercedes-Benz A 250 4MATIC,벤츠,휘발유,11.6,10.4,13.5,NULL,2063767,3등급,1991,2020,
Mercedes-Benz A200 d,벤츠,경유,16.1,14.4,19,NULL,1416186,1등급,1950,2021,
Mercedes-Benz A220,벤츠,휘발유,11.9,10.5,14.3,NULL,2011739,3등급,1991,2021,
Mercedes-Benz A220	,벤츠,휘발유,11.5,10.2,13.7,NULL,2081713,4등급,1991,2021,
Mercedes-Benz A220 Sedan,벤츠,휘발유,11.7,10.2,14.3,NULL,2046128,3등급,1991,2021,
Mercedes-Benz A250 4MATIC,벤츠,휘발유,11.2,9.9,13.3,NULL,2137473,4등급,1991,2021,
Mercedes-Benz A250 4MATIC	,벤츠,휘발유,11.2,9.8,13.6,NULL,2137473,4등급,1991,2021,
Mercedes-Benz C 200,벤츠,휘발유,12,10.5,14.5,NULL,1994975,3등급,1999,2024,
Mercedes-Benz C 200 Coupe	,벤츠,휘발유,11.1,9.8,13.3,NULL,2156730,4등급,1991,2020,
"QM6 2.0 LPLi SULEV30 (18"" Tire)",르노코리아자동차(주),LPG,8.9,8.1,10.1,NULL,1635944,5등급,1998,2022,
"QM6 2.0 LPLi SULEV30 (19"" Tire)",르노코리아자동차(주),LPG,8.6,7.7,10,NULL,1693012,5등급,1998,2022,
그랜저 1.6T-GDI 하이브리드 6AT 18인치,현대,휘발유,18,18,17.9,NULL,1329983,1등급,1598,2023,
그랜저 1.6T-GDI 하이브리드 6AT 19인치,현대,휘발유,16.7,16.6,16.8,NULL,1433515,1등급,1598,2023,
그랜저 1.6T-GDI 하이브리드 6AT 20인치,현대,휘발유,15.7,15.4,15.9,NULL,1524822,2등급,1598,2023,
그랜저 2.4 하이브리드 (15),현대,휘발유,16.2,16.1,16.2,NULL,1477759,1등급,2359,2017,
"그랜저 2.4GDI (17""타이어) (15)",현대,휘발유,11.2,9.8,13.6,NULL,2137473,4등급,2359,2016,
"그랜저 2.4GDI (18""타이어) (15)",현대,휘발유,11,9.7,13.3,NULL,2176336,4등급,2359,2016,
"그랜저 2.4GDI (19""타이어) (15)",현대,휘발유,10.8,9.6,13,NULL,2216639,4등급,2359,2016,
"그랜저 3.0GDI 8AT (18""타이어) (15)",현대,휘발유,10.1,8.7,12.5,NULL,2370267,4등급,2999,2016,
"그랜저 3.0GDI 8AT (19""타이어) (15)",현대,휘발유,9.9,8.6,12.3,NULL,2418152,4등급,2999,2016,
"그랜저 3.0LPI (18""타이어) (15)",현대,LPG,7.4,6.4,9,NULL,1967554,5등급,2999,2016,
"그랜저 3.3GDI 8AT (19""타이어) (15)",현대,휘발유,9.7,8.4,11.9,NULL,2468010,4등급,3342,2017,
그랜저(GN7) 2.5 GDI 18인치,현대,휘발유,11.7,10,14.5,NULL,2046128,3등급,2497,2022,
그랜저(GN7) 2.5 GDI 19인치,현대,휘발유,11.4,9.8,14.2,NULL,2099974,4등급,2497,2022,
그랜저(GN7) 2.5 GDI 20인치,현대,휘발유,11.2,9.6,13.8,NULL,2137473,4등급,2497,2022,
그랜저(GN7) 3.5 GDI 2WD 18인치,현대,휘발유,10.4,8.7,13.4,NULL,2301894,4등급,3470,2022,
그랜저(GN7) 3.5 GDI 2WD 19인치,현대,휘발유,10.1,8.5,13,NULL,2370267,4등급,3470,2022,
그랜저(GN7) 3.5 GDI 2WD 20인치,현대,휘발유,9.7,8.3,12.2,NULL,2468010,4등급,3470,2022,
그랜저(GN7) 3.5 GDI AWD 18인치,현대,휘발유,9.5,8.2,11.7,NULL,2519968,4등급,3470,2022,
그랜저(GN7) 3.5 GDI AWD 19인치,현대,휘발유,9.2,7.9,11.5,NULL,2602141,5등급,3470,2022,
그랜저(GN7) 3.5 GDI AWD 20인치,현대,휘발유,9,7.7,11.2,NULL,2659967,5등급,3470,2022,
레이 1.0 가솔린 1인승 밴형 14인치 타이어,기아,휘발유,13,12.2,14,NULL,1841515,경형,998,2022,
레이 1.0LPI (PE),기아,LPG,10.5,9.9,11.1,NULL,1386657,경형,998,2017,
"레이 1.0가솔린 (PE, 14인치 타이어)",기아,휘발유,13,12.2,13.9,NULL,1841515,경형,998,2017,
"레이 1.0가솔린 (PE, 15인치 타이어)",기아,휘발유,12.7,11.9,13.8,NULL,1885016,경형,998,2017,
"레이 1.0가솔린 밴형 (PE, 14인치 타이어)",기아,휘발유,13,12.2,13.9,NULL,1841515,경형,998,2017,
레이 EV,기아,전기,5.1,6,4.4,205,1021176,2등급,NULL,2023,
레이 EV 밴 1인승,기아,전기,5.1,6,4.4,205,1021176,2등급,NULL,2023,
레이 EV 밴 2인승,기아,전기,5.1,6,4.4,205,1021176,2등급,NULL,2023,
레이(20MY) 1.0 가솔린 14인치 타이어,기아,휘발유,13,12.2,14,NULL,1841515,경형,998,2019,
레이(20MY) 1.0 가솔린 15인치 타이어,기아,휘발유,12.7,11.9,13.7,NULL,1885016,경형,998,2019,
레이(20MY) 1.0 가솔린 밴형 14인치 타이어,기아,휘발유,13,12.2,14,NULL,1841515,경형,998,2019,
레이(TAM PE2) 1.0MPI 1인 14인치 밴 25MY,기아,휘발유,12.9,12.2,13.8,NULL,1855791,경형,998,2024,
레이(TAM PE2) 1.0MPI 2인 14인치 밴 25MY,기아,휘발유,12.9,12.2,13.8,NULL,1855791,경형,998,2024,
레이(TAM PE2) 1.0MPI 5인 14인치 25MY,기아,휘발유,12.9,12.2,13.8,NULL,1855791,경형,998,2024,
레이(TAM PE2)1.0MPI 15인치 25MY,기아,휘발유,12.6,11.9,13.5,NULL,1899976,경형,998,2024,
벤츠 C 200 Cabriolet,벤츠,휘발유,10.4,9.2,12.4,NULL,2301894,4등급,1991,2020,
벤츠 C200 Cabriolet,벤츠,휘발유,10.3,9.1,12.2,NULL,2324243,4등급,1991,2017,
벤츠 E 220 d,벤츠,경유,13.9,13.1,15.1,NULL,1640331,2등급,1950,2020,
벤츠 E 220 d Cabriolet,벤츠,경유,13.4,12.6,14.5,NULL,1701537,3등급,1950,2020,
벤츠 E 220 d Coupe,벤츠,경유,13.7,12.8,14.9,NULL,1664277,3등급,1950,2020,
벤츠 E 350 4MATIC,벤츠,휘발유,10.2,9.2,11.6,NULL,2347029,4등급,1991,2020,
벤츠 EQC 400 4MATIC,벤츠,전기,3.2,3.3,3.1,309,1627500,5등급,NULL,2019,
벤츠 GLE 450 4MATIC,벤츠,휘발유,8.8,8.3,9.5,NULL,2720420,5등급,2999,2019,
벤츠 GLE300 d 4Matic,벤츠,경유,10.6,10,11.4,NULL,2151000,4등급,1950,2019,
벤츠 S350 d 4MATIC,벤츠,경유,10.9,9.7,12.7,NULL,2091798,4등급,2925,2019,
벤츠 S450 4Matic Coupe,벤츠,휘발유,8.2,7.2,10,NULL,2919476,5등급,2996,2019,
봉고 1t 4WD 더블캡(유로6) (15),기아,경유,8.8,8.4,9.3,NULL,2590977,5등급,2497,2016,
봉고 1t 4WD 슈퍼캡(유로6) (15),기아,경유,8.8,8.4,9.4,NULL,2590977,5등급,2497,2016,
봉고 1t 4WD 표준캡(유로6) (15),기아,경유,8.8,8.4,9.4,NULL,2590977,5등급,2497,2016,
봉고 1t 장축 더블캡(유로6) (15),기아,경유,8.6,8.4,8.9,NULL,2651233,5등급,2497,2016,
봉고 1t 장축 슈퍼캡(유로6) (15),기아,경유,8.9,8.8,9.1,NULL,2561865,5등급,2497,2016,
봉고 1t 장축 표준캡(유로6) (15),기아,경유,8.9,8.8,9.1,NULL,2561865,5등급,2497,2016,
봉고 1t 초장축 더블캡(유로6) (15),기아,경유,8.6,8.4,8.9,NULL,2651233,5등급,2497,2016,
봉고 1t 초장축 슈퍼캡(유로6) (15),기아,경유,8.9,8.8,9.1,NULL,2561865,5등급,2497,2016,
봉고 1t 초장축 킹캡 2.4LPI (15),기아,LPG,6.5,6.4,6.7,NULL,2239985,5등급,2359,2016,
봉고 1t 초장축 표준캡(유로6) (15),기아,경유,8.9,8.8,9.1,NULL,2561865,5등급,2497,2016,
봉고 1톤 2.5T-LPDi 2WD 초장축 5AT 더블캡,기아,LPG,6.4,6,6.9,NULL,2274984,5등급,2469,2024,
봉고 1톤 2.5T-LPDi 2WD 초장축 5AT 킹캡,기아,LPG,6.5,6.1,7.1,NULL,2239985,5등급,2469,2024,
"셀토스 1.6T-GDI 2WD (16"" 타이어)",기아,휘발유,12.7,11.5,14.4,NULL,1885016,3등급,1591,2019,
"셀토스 1.6T-GDI 2WD (17"" 타이어)",기아,휘발유,12.2,11.1,14,NULL,1962270,3등급,1591,2019,
"셀토스 1.6T-GDI 2WD (18"" 타이어)",기아,휘발유,11.8,10.8,13.3,NULL,2028788,3등급,1591,2019,
"셀토스 1.6T-GDI 4WD (16"" 타이어)",기아,휘발유,11.1,10.1,12.5,NULL,2156730,4등급,1591,2019,
"셀토스 1.6T-GDI 4WD (17"" 타이어)",기아,휘발유,11.1,10.1,12.6,NULL,2156730,4등급,1591,2019,
"셀토스 1.6T-GDI 4WD (18"" 타이어)",기아,휘발유,10.9,10,12.2,NULL,2196303,4등급,1591,2019,
"셀토스 1.6디젤 2WD (16"" 타이어)",기아,경유,17.6,16.7,18.7,NULL,1295489,1등급,1598,2019,
"셀토스 1.6디젤 2WD (17"" 타이어)",기아,경유,17,16.2,18.1,NULL,1341212,1등급,1598,2019,
"셀토스 1.6디젤 2WD (18""타이어)",기아,경유,16.4,15.7,17.5,NULL,1390280,1등급,1598,2019,
"셀토스 1.6디젤 2WD 16"" 타이어 (21)",기아,경유,17.1,16.1,18.4,NULL,1333368,1등급,1598,2021,
"셀토스 1.6디젤 2WD 17"" 타이어 (21)",기아,경유,16.7,15.9,17.7,NULL,1365305,1등급,1598,2021,
"셀토스 1.6디젤 2WD 18"" 타이어 (21)",기아,경유,16.1,15.3,17.1,NULL,1416186,1등급,1598,2021,
"셀토스 1.6디젤 4WD (16"" 타이어)",기아,경유,16.1,15.2,17.2,NULL,1416186,1등급,1598,2019,
"셀토스 1.6디젤 4WD (17"" 타이어)",기아,경유,15.3,14.6,16.3,NULL,1490235,2등급,1598,2019,
"셀토스 1.6디젤 4WD (18"" 타이어)",기아,경유,14.8,14.3,15.5,NULL,1540581,2등급,1598,2019,
"셀토스 1.6디젤 4WD 16"" 타이어 (21)",기아,경유,15.3,14.5,16.3,NULL,1490235,2등급,1598,2021,
"셀토스 1.6디젤 4WD 17"" 타이어 (21)",기아,경유,14.8,14,15.9,NULL,1540581,2등급,1598,2021,
"셀토스 1.6디젤 4WD 18"" 타이어 (21)",기아,경유,14.3,13.6,15.1,NULL,1594448,2등급,1598,2021,
셀토스(PE) 1.6T-GDI 2WD 16인치,기아,휘발유,12.8,11.5,14.6,NULL,1870289,3등급,1598,2022,
셀토스(PE) 1.6T-GDI 2WD 16인치 (빌트인캠),기아,휘발유,12.5,11.2,14.4,NULL,1915176,3등급,1598,2022,
스타리아 2.2디젤 2WD  6MT 11인 17인치,현대,경유,11.8,11,13,NULL,1932254,3등급,2199,2021,
스타리아 2.2디젤 2WD 11인 17인치,현대,경유,10.8,9.8,12.5,NULL,2111167,4등급,2199,2021,
스타리아 2.2디젤 2WD 11인 17인치 (빌트인캠),현대,경유,10.8,9.8,12.5,NULL,2111167,4등급,2199,2021,
스타리아 2.2디젤 2WD 11인 18인치,현대,경유,10.8,9.7,12.4,NULL,2111167,4등급,2199,2021,
스타리아 2.2디젤 2WD 11인 18인치 (빌트인캠),현대,경유,10.8,9.7,12.4,NULL,2111167,4등급,2199,2021,
스타리아 2.2디젤 2WD 9인 17인치,현대,경유,11.3,10.3,12.9,NULL,2017752,4등급,2199,2021,
스타리아 2.2디젤 2WD 9인 17인치 (빌트인캠),현대,경유,11,10.1,12.5,NULL,2072782,4등급,2199,2021,
스타리아 2.2디젤 2WD 9인 18인치,현대,경유,11,10.1,12.5,NULL,2072782,4등급,2199,2021,
스타리아 2.2디젤 2WD 9인 18인치 (빌트인캠),현대,경유,11,10.1,12.5,NULL,2072782,4등급,2199,2021,
스타리아 2.2디젤 3밴 6MT,현대,경유,12.3,11.6,13.2,NULL,1853707,3등급,2199,2021,
스타리아 2.2디젤 3밴 8AT,현대,경유,11.6,10.6,13.1,NULL,1965569,3등급,2199,2021,
스타리아 2.2디젤 3밴 8AT (빌트인캠),현대,경유,11.5,10.5,13,NULL,1982661,4등급,2199,2021,
스타리아 2.2디젤 4WD 11인 17인치,현대,경유,10.3,9.4,11.6,NULL,2213650,4등급,2199,2021,
스타리아 2.2디젤 4WD 11인 17인치 (빌트인캠),현대,경유,10.3,9.4,11.6,NULL,2213650,4등급,2199,2021,
스타리아 2.2디젤 4WD 11인 18인치,현대,경유,10.3,9.4,11.6,NULL,2213650,4등급,2199,2021,
스타리아 2.2디젤 4WD 11인 18인치 (빌트인캠),현대,경유,10.3,9.4,11.6,NULL,2213650,4등급,2199,2021,
스타리아 2.2디젤 4WD 9인 17인치,현대,경유,10.3,9.2,12,NULL,2213650,4등급,2199,2021,
스타리아 2.2디젤 4WD 9인 17인치 (빌트인캠),현대,경유,10.3,9.2,12,NULL,2213650,4등급,2199,2021,
스타리아 2.2디젤 4WD 9인 18인치,현대,경유,10.3,9.2,12,NULL,2213650,4등급,2199,2021,
스타리아 3.5LPI 2WD 9인 17인치 (빌트인캠),기아,LPG,6.7,5.9,7.9,NULL,2173119,5등급,3470,2021,
스포티지 1.6T-GDI 2WD 7DCT 17인치,기아,휘발유,12.5,11.5,13.8,NULL,1915176,3등급,1598,2021,
스포티지 1.6T-GDI 2WD 7DCT 17인치_24MY,기아,휘발유,12.3,11.3,13.6,NULL,1946317,3등급,1598,2023,
스포티지 1.6T-GDI 2WD 7DCT 18인치,기아,휘발유,12.3,11.3,13.6,NULL,1946317,3등급,1598,2021,
스포티지 1.6T-GDI 2WD 7DCT 18인치 (빌트인캠),기아,휘발유,12.1,11,13.6,NULL,1978488,3등급,1598,2021,
스포티지 1.6T-GDI 2WD 7DCT 18인치 (빌트인캠)_24MY,기아,휘발유,12.1,11,13.6,NULL,1978488,3등급,1598,2023,
스포티지 1.6T-GDI 2WD 7DCT 18인치_24MY,기아,휘발유,12.3,11.3,13.6,NULL,1946317,3등급,1598,2023,
스포티지 1.6T-GDI 2WD 7DCT 19인치,기아,휘발유,12,11,13.3,NULL,1994975,3등급,1598,2021,
스포티지 1.6T-GDI 2WD 7DCT 19인치 (빌트인캠),기아,휘발유,11.8,10.9,13,NULL,2028788,3등급,1598,2021,
스포티지 1.6T-GDI 2WD 7DCT 19인치 (빌트인캠)_24MY,기아,휘발유,11.8,10.9,13,NULL,2028788,3등급,1598,2023,
스포티지 1.6T-GDI 2WD 7DCT 19인치_24MY,기아,휘발유,12,11,13.3,NULL,1994975,3등급,1598,2023,
스포티지 1.6T-GDI 4WD 7DCT 17인치,기아,휘발유,11.6,10.7,12.9,NULL,2063767,3등급,1598,2021,
스포티지 1.6T-GDI 4WD 7DCT 17인치_24MY,기아,휘발유,11.3,10.4,12.5,NULL,2118558,4등급,1598,2023,
스포티지 1.6T-GDI 4WD 7DCT 18인치,기아,휘발유,11.3,10.4,12.5,NULL,2118558,4등급,1598,2021,
스포티지 1.6T-GDI 4WD 7DCT 18인치 (빌트인캠),기아,휘발유,11.1,10.3,12.1,NULL,2156730,4등급,1598,2021,
스포티지 1.6T-GDI 4WD 7DCT 18인치 (빌트인캠)_24MY,기아,휘발유,11.1,10.3,12.1,NULL,2156730,4등급,1598,2021,
스포티지 1.6T-GDI 4WD 7DCT 18인치_24MY,기아,휘발유,11.3,10.4,12.5,NULL,2118558,4등급,1598,2023,
스포티지 1.6T-GDI 4WD 7DCT 19인치,기아,휘발유,11.1,10.1,12.5,NULL,2156730,4등급,1598,2021,
스포티지 1.6T-GDI 4WD 7DCT 19인치 (빌트인캠),기아,휘발유,10.8,9.8,12.2,NULL,2216639,4등급,1598,2021,
스포티지 1.6T-GDI 4WD 7DCT 19인치 (빌트인캠)_24MY,기아,휘발유,10.8,9.8,12.2,NULL,2216639,4등급,1598,2023,
스포티지 1.6T-GDI 4WD 7DCT 19인치_24MY,기아,휘발유,11.1,10.1,12.5,NULL,2156730,4등급,1598,2023,
쏘나타 2.0LPI AT (15),현대,LPG,9.1,7.9,11.2,NULL,1599989,5등급,1999,2015,
쏘나타(DN8) 1.6 T-GDI 17인치타이어_22MY,현대,휘발유,13.8,12.3,16.2,NULL,1734761,2등급,1598,2021,
쏘나타(DN8) 1.6 T-GDI 17인치타이어(빌트인캠)_22MY,현대,휘발유,13.6,12,16.1,NULL,1760272,3등급,1598,2021,
쏘나타(DN8) 1.6 T-GDI 19인치 23MY,현대,휘발유,12.4,11.2,14.1,NULL,1930621,3등급,1598,2022,
쏘나타(DN8) 1.6 T-GDI 19인치(빌트인캠)_22MY,현대,휘발유,12.6,11.3,14.6,NULL,1899976,3등급,1598,2021,
쏘나타(DN8) 1.6 T-GDI 19인치타이어_22MY,현대,휘발유,12.8,11.3,15.1,NULL,1870289,3등급,1598,2021,
쏘나타(DN8) 1.6 T-GDI_17인치타이어,현대,휘발유,13.7,12.3,15.9,NULL,1747423,3등급,1598,2019,
쏘나타(DN8) 1.6 T-GDI_17인치타이어_21MY,현대,휘발유,13.8,12.3,16.2,NULL,1734761,2등급,1598,2020,
쏘나타(DN8) 1.6 T-GDI_17인치타이어(빌트인캠)_21MY,현대,휘발유,13.6,12,16.1,NULL,1760272,3등급,1598,2020,
쏘나타(DN8) 1.6 T-GDI_18인치타이어,현대,휘발유,13.2,11.8,15.2,NULL,1813614,3등급,1598,2019,
쏘나타(DN8) 1.6 T-GDI_18인치타이어_21MY,현대,휘발유,13.2,11.7,15.5,NULL,1813614,3등급,1598,2020,
쏘나타(DN8) 1.6 T-GDI_19인치(빌트인캠),현대,휘발유,12.6,11.3,14.6,NULL,1899976,3등급,1598,2019,
쏘나타(DN8) 1.6 T-GDI_19인치타이어,현대,휘발유,12.8,11.3,15.1,NULL,1870289,3등급,1598,2019,
쏘나타(DN8) 2.0CVVL 17인치 non-ISG,현대,휘발유,12.4,10.9,14.9,NULL,1930621,3등급,1999,2021,
쏘나타(DN8) 2.0CVVL_16인치타이어,현대,휘발유,13.1,11.7,15.1,NULL,1827458,3등급,1999,2019,
쏘나타(DN8) 2.0CVVL_17인치타이어,현대,휘발유,13.3,11.9,15.5,NULL,1799977,3등급,1999,2019,
쏘나타(DN8) 2.0CVVL_17인치타이어_21MY,현대,휘발유,12.9,11.6,14.8,NULL,1855791,3등급,1999,2020,
쏘나타(DN8) 2.0CVVL_17인치타이어_22MY,현대,휘발유,12.7,11.4,14.7,NULL,1885016,3등급,1999,2021,
쏘나타(DN8) 2.0CVVL_17인치타이어(빌트인캠)_21MY,현대,휘발유,12.8,11.5,14.7,NULL,1870289,3등급,1999,2020,
쏘나타(DN8c) 2.0 LPI 택시 17”,북경현대기차유한공사,LPG,9.5,8.3,11.7,NULL,1532621,4등급,1999,2024,
"쏘렌토 1.6T-GDI 하이브리드 2WD 5인 17""(빌트인캠)",기아,휘발유,15,15.9,14,NULL,1595980,2등급,1598,2020,
쏘렌토 1.6T-GDI 하이브리드 2WD 5인 17인치타이어,기아,휘발유,15.3,16.3,14.2,NULL,1564686,2등급,1598,2020,
쏘렌토 1.6T-GDI 하이브리드 2WD 5인 19인치타이어,기아,휘발유,14.3,15.1,13.4,NULL,1674105,2등급,1598,2020,
"쏘렌토 1.6T-GDI 하이브리드 2WD 6인 17""(빌트인캠)",기아,휘발유,15,15.9,14,NULL,1595980,2등급,1598,2020,
쏘렌토 1.6T-GDI 하이브리드 2WD 6인 17인치타이어,기아,휘발유,15.3,16.3,14.2,NULL,1564686,2등급,1598,2020,
쏘렌토 1.6T-GDI 하이브리드 2WD 6인 19인치타이어,기아,휘발유,14.3,15.1,13.4,NULL,1674105,2등급,1598,2020,
"쏘렌토 1.6T-GDI 하이브리드 2WD 7인 17""(빌트인캠)",기아,휘발유,15,15.9,14,NULL,1595980,2등급,1598,2020,
쏘렌토 1.6T-GDI 하이브리드 2WD 7인 17인치타이어,기아,휘발유,15.3,16.3,14.2,NULL,1564686,2등급,1598,2020,
쏘렌토 1.6T-GDI 하이브리드 2WD 7인 19인치타이어,기아,휘발유,14.3,15.1,13.4,NULL,1674105,2등급,1598,2020,
쏘렌토 1.6T-GDI 하이브리드 4WD 5인 17인치타이어,기아,휘발유,13.7,14.3,13,NULL,1747423,3등급,1598,2020,
쏘렌토 1.6T-GDI 하이브리드 4WD 5인 19인치타이어,기아,휘발유,13.2,14,12.3,NULL,1813614,3등급,1598,2020,
쏘렌토 1.6T-GDI 하이브리드 4WD 6인 17인치타이어,기아,휘발유,13.7,14.3,13,NULL,1747423,3등급,1598,2020,
쏘렌토 1.6T-GDI 하이브리드 4WD 6인 19인치타이어,기아,휘발유,13.2,14,12.3,NULL,1813614,3등급,1598,2020,
쏘렌토 1.6T-GDI 하이브리드 4WD 7인 17인치타이어,기아,휘발유,13.7,14.3,13,NULL,1747423,3등급,1598,2020,
쏘렌토 1.6T-GDI 하이브리드 4WD 7인 19인치타이어,기아,휘발유,13.2,14,12.3,NULL,1813614,3등급,1598,2020,
쏘렌토 2.2디젤 2WD 5인 18인치 타이어(22),기아,경유,14.1,12.7,16.4,NULL,1617064,2등급,2151,2022,
쏘렌토 2.2디젤 2WD 5인 18인치타이어,기아,경유,14.3,12.9,16.4,NULL,1594448,2등급,2151,2020,
쏘렌토 2.2디젤 2WD 5인 18인치타이어 (빌트인캠),기아,경유,14.2,12.8,16.3,NULL,1605676,2등급,2151,2020,
쏘렌토 2.2디젤 2WD 5인 18인치타이어 (빌트인캠)(22),기아,경유,14,12.6,16.2,NULL,1628614,2등급,2151,2022,
쏘렌토 2.2디젤 2WD 5인 20인치타이어,기아,경유,13.7,12.5,15.5,NULL,1664277,3등급,2151,2020,
아반떼 1.6 LPI 15인치 타이어,현대,LPG,10.6,9.4,12.5,NULL,1373575,4등급,1591,2020,
아반떼 1.6 LPI 15인치 타이어(22MY),현대,LPG,10.6,9.4,12.5,NULL,1373575,4등급,1591,2022,
아반떼 1.6 LPI 16인치 타이어,현대,LPG,10.5,9.3,12.4,NULL,1386657,4등급,1591,2020,
아반떼 1.6 LPI 17인치 타이어,현대,LPG,10.3,9.2,12,NULL,1413583,4등급,1591,2020,
아반떼 1.6 T-GDI 6MT 18인치 타이어,현대,휘발유,12.3,11.1,14,NULL,1946317,3등급,1598,2020,
아반떼 1.6 T-GDI 6MT 18인치 타이어(22MY),현대,휘발유,12.3,11.1,14,NULL,1946317,3등급,1598,2022,2022 현대 아반떼(CN7)
아반떼 1.6 T-GDI 7DCT 18인치 타이어,현대,휘발유,12.8,11.5,14.7,NULL,1870289,3등급,1598,2020,
아반떼 1.6 T-GDI 7DCT 18인치 타이어(22MY),현대,휘발유,12.8,11.5,14.7,NULL,1870289,3등급,1598,2022,2022 현대 아반떼(CN7)
아반떼 1.6 가솔린 15인치 타이어,현대,휘발유,15.4,13.8,17.7,NULL,1554526,2등급,1598,2020,
아반떼 1.6 가솔린 15인치 타이어(22MY),현대,휘발유,15.4,13.8,17.7,NULL,1554526,2등급,1598,2022,2022 현대 아반떼(CN7)
아반떼 1.6 가솔린 15인치 타이어(MT),현대,휘발유,14.4,12.8,16.9,NULL,1662479,2등급,1598,2020,
아반떼 1.6 가솔린 16인치 타이어,현대,휘발유,14.9,13.3,17.3,NULL,1606691,2등급,1598,2020,
아반떼 1.6 가솔린 16인치 타이어(22MY),현대,휘발유,14.9,13.3,17.3,NULL,1606691,2등급,1598,2022,2022 현대 아반떼(CN7)
아반떼 1.6 가솔린 17인치 타이어,현대,휘발유,14.5,13.1,16.6,NULL,1651014,2등급,1598,2020,
아반떼 1.6GDI 하이브리드 (16“타이어),현대,휘발유,21.1,21.4,20.7,NULL,1134583,1등급,1580,2020,
아반떼 1.6GDI 하이브리드 (16“타이어)(22MY),현대,휘발유,21.1,21.4,20.7,NULL,1134583,1등급,1580,2022,2022 현대 아반떼(CN7)
아반떼 1.6GDI 하이브리드 (17“타이어),현대,휘발유,19.5,20.3,18.6,NULL,1227677,1등급,1580,2020,
아반떼 1.6GDI 하이브리드 (17“타이어)(22MY),현대,휘발유,19.5,20.3,18.6,NULL,1227677,1등급,1580,2022,2022 현대 아반떼(CN7)
아반떼 1.6T-GDI (19MY),현대,휘발유,11.6,10.5,13.1,NULL,2063767,3등급,1591,2019,
아이오닉 1.6GDI 플러그인하이브리드 개조차_6DCT,현대,전기+휘발유,20.5,29.1,27.5,46,845926,PHEV,1580,2019,
아이오닉 1.6GDI 플러그인하이브리드_6DCT (15),현대,전기+휘발유,20.5,29.1,27.5,46,845926,PHEV,1580,2017,
아이오닉5 N,현대,전기,3.7,4,3.4,351,1407568,4등급,NULL,2023,
아이오닉5 N-line AWD,현대,전기,4.4,4.8,3.9,411,1183636,3등급,NULL,2024,
아이오닉5 N-line RWD,현대,전기,4.7,5.2,4.1,441,1108085,3등급,NULL,2024,
아이오닉5 개조 기본형 RWD,현대,전기,5.1,5.7,4.6,368,1021176,2등급,NULL,2024,2024 현대 아이오닉 5 N
아이오닉5 개조 항속형 AWD 19인치,현대,전기,4.8,5.2,4.3,451,1085000,3등급,NULL,2024,2024 현대 아이오닉 5 N
아이오닉5 개조 항속형 AWD 20인치,현대,전기,4.5,4.9,4,425,1157333,3등급,NULL,2024,2024 현대 아이오닉 5 N
아이오닉5 개조 항속형 RWD 19인치(C),현대,전기,5.1,5.6,4.5,478,1021176,2등급,NULL,2024,2024 현대 아이오닉 5 N
아이오닉5 개조 항속형 RWD 19인치(nC),현대,전기,5.2,5.8,4.6,485,1001538,2등급,NULL,2024,2024 현대 아이오닉 5 N
아이오닉5 개조 항속형 RWD 20인치,현대,전기,4.9,5.3,4.4,453,1062857,3등급,NULL,2024,2024 현대 아이오닉 5 N
아이오닉5 기본형 4WD 19인치,현대,전기,4.8,5.4,4.3,319,1085000,3등급,NULL,2021,
아이오닉5 기본형 RWD 19인치,현대,전기,5.1,5.8,4.5,336,1021176,2등급,NULL,2021,
아이오닉5 항속형 4WD 19인치,현대,전기,4.7,5.3,4.2,390,1108085,3등급,NULL,2021,
아이오닉5 항속형 4WD 19인치 (77.4kWh),현대,전기,4.7,5.3,4.2,417,1108085,3등급,NULL,2022,
아이오닉5 항속형 4WD 20인치,현대,전기,4.5,5,4,370,1157333,3등급,NULL,2021,
카니발 2.2디젤 11인 18인치(22),기아,경유,12.4,11.2,14.2,NULL,1838758,3등급,2151,2022,
카니발 2.2디젤 11인 18인치(빌트인캠)(22),기아,경유,12.3,11.1,14,NULL,1853707,3등급,2151,2022,
카니발 2.2디젤 11인 18인치타이어,기아,경유,12.7,11.5,14.6,NULL,1795323,3등급,2151,2020,
카니발 2.2디젤 11인 18인치타이어(빌트인캠),기아,경유,12.4,11.2,14.5,NULL,1838758,3등급,2151,2020,
